Time,NodeID,Genome,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_IMMATURE,STATE_LARVA,STATE_EGG
0,1,X-a0-b0:X-a0-b0,8736,0,0,8736,0,0,288000
0,1,X-a0-b0:X-a1-b0,0,0,0,0,0,0,0
0,1,X-a0-b0:X-a0-b1,0,0,0,0,0,0,0
0,1,X-a0-b0:X-a1-b1,0,0,0,0,0,0,0
0,1,X-a1-b0:X-a0-b0,0,0,0,0,0,0,0
0,1,X-a1-b0:X-a1-b0,0,0,0,0,0,0,0
0,1,X-a1-b0:X-a0-b1,0,0,0,0,0,0,0
0,1,X-a1-b0:X-a1-b1,0,0,0,0,0,0,0
0,1,X-a0-b1:X-a0-b0,0,0,0,0,0,0,0
0,1,X-a0-b1:X-a1-b0,0,0,0,0,0,0,0
0,1,X-a0-b1:X-a0-b1,0,0,0,0,0,0,0
0,1,X-a0-b1:X-a1-b1,0,0,0,0,0,0,0
0,1,X-a1-b1:X-a0-b0,0,0,0,0,0,0,0
0,1,X-a1-b1:X-a1-b0,0,0,0,0,0,0,0
0,1,X-a1-b1:X-a0-b1,0,0,0,0,0,0,0
0,1,X-a1-b1:X-a1-b1,0,0,0,0,0,0,0
1,1,X-a0-b0:X-a0-b0,7539,0,0,7539,0,189654,271000
1,1,X-a0-b0:X-a1-b0,0,0,0,0,0,0,0
1,1,X-a0-b0:X-a0-b1,0,0,0,0,0,0,0
1,1,X-a0-b0:X-a1-b1,0,0,0,0,0,0,0
1,1,X-a1-b0:X-a0-b0,0,0,0,0,0,0,0
1,1,X-a1-b0:X-a1-b0,0,0,0,0,0,0,0
1,1,X-a1-b0:X-a0-b1,0,0,0,0,0,0,0
1,1,X-a1-b0:X-a1-b1,0,0,0,0,0,0,0
1,1,X-a0-b1:X-a0-b0,0,0,0,0,0,0,0
1,1,X-a0-b1:X-a1-b0,0,0,0,0,0,0,0
1,1,X-a0-b1:X-a0-b1,0,0,0,0,0,0,0
1,1,X-a0-b1:X-a1-b1,0,0,0,0,0,0,0
1,1,X-a1-b1:X-a0-b0,0,0,0,0,0,0,0
1,1,X-a1-b1:X-a1-b0,0,0,0,0,0,0,0
1,1,X-a1-b1:X-a0-b1,0,0,0,0,0,0,0
1,1,X-a1-b1:X-a1-b1,0,0,0,0,0,0,0
2,1,X-a0-b0:X-a0-b0,6520,0,0,6520,0,254076,247800
2,1,X-a0-b0:X-a1-b0,0,0,0,0,0,0,0
2,1,X-a0-b0:X-a0-b1,0,0,0,0,0,0,0
2,1,X-a0-b0:X-a1-b1,0,0,0,0,0,0,0
2,1,X-a1-b0:X-a0-b0,0,0,0,0,0,0,0
2,1,X-a1-b0:X-a1-b0,0,0,0,0,0,0,0
2,1,X-a1-b0:X-a0-b1,0,0,0,0,0,0,0
2,1,X-a1-b0:X-a1-b1,0,0,0,0,0,0,0
2,1,X-a0-b1:X-a0-b0,0,0,0,0,0,0,0
2,1,X-a0-b1:X-a1-b0,0,0,0,0,0,0,0
2,1,X-a0-b1:X-a0-b1,0,0,0,0,0,0,0
2,1,X-a0-b1:X-a1-b1,0,0,0,0,0,0,0
2,1,X-a1-b1:X-a0-b0,0,0,0,0,0,0,0
2,1,X-a1-b1:X-a1-b0,0,0,0,0,0,0,0
2,1,X-a1-b1:X-a0-b1,0,0,0,0,0,0,0
2,1,X-a1-b1:X-a1-b1,0,0,0,0,0,0,0
3,1,X-a0-b0:X-a0-b0,5637,0,0,5637,0,323472,179300
3,1,X-a0-b0:X-a1-b0,0,0,0,0,0,0,0
3,1,X-a0-b0:X-a0-b1,0,0,0,0,0,0,0
3,1,X-a0-b0:X-a1-b1,0,0,0,0,0,0,0
3,1,X-a1-b0:X-a0-b0,0,0,0,0,0,0,0
3,1,X-a1-b0:X-a1-b0,0,0,0,0,0,0,0
3,1,X-a1-b0:X-a0-b1,0,0,0,0,0,0,0
3,1,X-a1-b0:X-a1-b1,0,0,0,0,0,0,0
3,1,X-a0-b1:X-a0-b0,0,0,0,0,0,0,0
3,1,X-a0-b1:X-a1-b0,0,0,0,0,0,0,0
3,1,X-a0-b1:X-a0-b1,0,0,0,0,0,0,0
3,1,X-a0-b1:X-a1-b1,0,0,0,0,0,0,0
3,1,X-a1-b1:X-a0-b0,0,0,0,0,0,0,0
3,1,X-a1-b1:X-a1-b0,0,0,0,0,0,0,0
3,1,X-a1-b1:X-a0-b1,0,0,0,0,0,0,0
3,1,X-a1-b1:X-a1-b1,0,0,0,0,0,0,0
4,1,X-a0-b0:X-a0-b0,4796,0,0,4796,0,386300,170900
4,1,X-a0-b0:X-a1-b0,0,0,0,0,0,0,0
4,1,X-a0-b0:X-a0-b1,0,0,0,0,0,0,0
4,1,X-a0-b0:X-a1-b1,0,0,0,0,0,0,0
4,1,X-a1-b0:X-a0-b0,0,0,0,0,0,0,0
4,1,X-a1-b0:X-a1-b0,0,0,0,0,0,0,0
4,1,X-a1-b0:X-a0-b1,0,0,0,0,0,0,0
4,1,X-a1-b0:X-a1-b1,0,0,0,0,0,0,0
4,1,X-a0-b1:X-a0-b0,0,0,0,0,0,0,0
4,1,X-a0-b1:X-a1-b0,0,0,0,0,0,0,0
4,1,X-a0-b1:X-a0-b1,0,0,0,0,0,0,0
4,1,X-a0-b1:X-a1-b1,0,0,0,0,0,0,0
4,1,X-a1-b1:X-a0-b0,0,0,0,0,0,0,0
4,1,X-a1-b1:X-a1-b0,0,0,0,0,0,0,0
4,1,X-a1-b1:X-a0-b1,0,0,0,0,0,0,0
4,1,X-a1-b1:X-a1-b1,0,0,0,0,0,0,0
5,1,X-a0-b0:X-a0-b0,4114,0,0,4114,0,443488,160900
5,1,X-a0-b0:X-a1-b0,0,0,0,0,0,0,0
5,1,X-a0-b0:X-a0-b1,0,0,0,0,0,0,0
5,1,X-a0-b0:X-a1-b1,0,0,0,0,0,0,0
5,1,X-a1-b0:X-a0-b0,0,0,0,0,0,0,0
5,1,X-a1-b0:X-a1-b0,0,0,0,0,0,0,0
5,1,X-a1-b0:X-a0-b1,0,0,0,0,0,0,0
5,1,X-a1-b0:X-a1-b1,0,0,0,0,0,0,0
5,1,X-a0-b1:X-a0-b0,0,0,0,0,0,0,0
5,1,X-a0-b1:X-a1-b0,0,0,0,0,0,0,0
5,1,X-a0-b1:X-a0-b1,0,0,0,0,0,0,0
5,1,X-a0-b1:X-a1-b1,0,0,0,0,0,0,0
5,1,X-a1-b1:X-a0-b0,0,0,0,0,0,0,0
5,1,X-a1-b1:X-a1-b0,0,0,0,0,0,0,0
5,1,X-a1-b1:X-a0-b1,0,0,0,0,0,0,0
5,1,X-a1-b1:X-a1-b1,0,0,0,0,0,0,0
